PRODUCTNAME,CATEGORY,MONTH,MONTHLYREVENUE,MONTHLYREVENUERANK,PREVIOUSMONTHSREVENUE,FIRSTMONTHREVENUE,TOTALREVENUE
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2018-05-01,560.70,387,560.70,373.80,1682.10
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2018-11-01,560.70,486,560.70,373.80,2242.80
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2018-12-01,186.90,920,560.70,373.80,2429.70
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2019-01-01,1121.40,412,186.90,373.80,3551.10
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2019-02-01,1121.40,417,1121.40,373.80,4672.50
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2019-05-01,186.90,765,1121.40,373.80,4859.40
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2019-10-01,560.70,558,186.90,373.80,5420.10
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2019-11-01,373.80,606,560.70,373.80,5793.90
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2019-12-01,186.90,1040,373.80,373.80,5980.80
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2020-01-01,373.80,725,186.90,373.80,6354.60
A. Datum Bridge Digital Camera M300 Pink,Cameras and camcorders,2020-07-01,373.80,242,373.80,373.80,6728.40
A. Datum Bridge Digital Camera M300 Silver,Cameras and camcorders,2016-06-01,560.70,238,,560.70,560.70
A. Datum Bridge Digital Camera M300 Silver,Cameras and camcorders,2017-12-01,1121.40,286,560.70,560.70,1682.10
A. Datum Bridge Digital Camera M300 Silver,Cameras and camcorders,2018-06-01,934.50,269,1121.40,560.70,2616.60
A. Datum Bridge Digital Camera M300 Silver,Cameras and camcorders,2019-02-01,2616.60,205,934.50,560.70,5233.20
A. Datum Bridge Digital Camera M300 Silver,Cameras and camcorders,2020-01-01,186.90,890,2616.60,560.70,5420.10
A. Datum Bridge Digital Camera M300 Silver,Cameras and camcorders,2020-06-01,373.80,344,186.90,560.70,5793.90
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2016-11-01,387.00,297,,387.00,387.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2017-09-01,645.00,223,387.00,387.00,1032.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2017-12-01,129.00,682,645.00,387.00,1161.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2018-12-01,129.00,1004,129.00,387.00,1290.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2019-05-01,387.00,597,129.00,387.00,1677.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2019-09-01,129.00,802,387.00,387.00,1806.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2019-10-01,645.00,530,129.00,387.00,2451.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2020-05-01,258.00,461,645.00,387.00,2709.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2020-06-01,129.00,461,258.00,387.00,2838.00
A. Datum Compact Digital Camera M200 Azure,Cameras and camcorders,2020-12-01,129.00,409,129.00,387.00,2967.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2016-12-01,129.00,592,,129.00,129.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2017-09-01,129.00,408,129.00,129.00,258.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2017-12-01,1161.00,282,129.00,129.00,1419.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2018-02-01,903.00,327,1161.00,129.00,2322.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2019-02-01,258.00,813,903.00,129.00,2580.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2019-07-01,258.00,665,258.00,129.00,2838.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2019-10-01,129.00,879,258.00,129.00,2967.00
A. Datum Compact Digital Camera M200 Black,Cameras and camcorders,2020-02-01,129.00,980,129.00,129.00,3096.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2016-05-01,387.00,224,,387.00,387.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2017-10-01,258.00,354,387.00,387.00,645.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2018-01-01,903.00,267,258.00,387.00,1548.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2018-06-01,129.00,580,903.00,387.00,1677.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2018-11-01,1032.00,337,129.00,387.00,2709.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2019-02-01,516.00,635,1032.00,387.00,3225.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2019-08-01,129.00,804,516.00,387.00,3354.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2019-09-01,129.00,802,129.00,387.00,3483.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2019-10-01,258.00,740,129.00,387.00,3741.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2019-11-01,516.00,538,258.00,387.00,4257.00
A. Datum Compact Digital Camera M200 Green,Cameras and camcorders,2020-11-01,258.00,172,516.00,387.00,4515.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2017-02-01,387.00,362,,387.00,387.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2017-06-01,774.00,189,387.00,387.00,1161.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2018-09-01,387.00,464,774.00,387.00,1548.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2019-09-01,129.00,802,387.00,387.00,1677.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2020-01-01,258.00,808,129.00,387.00,1935.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2020-02-01,258.00,841,258.00,387.00,2193.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2020-06-01,129.00,461,258.00,387.00,2322.00
A. Datum Compact Digital Camera M200 Grey,Cameras and camcorders,2020-08-01,129.00,288,129.00,387.00,2451.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2016-01-01,387.00,284,,387.00,387.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2017-12-01,129.00,682,387.00,387.00,516.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2018-01-01,387.00,419,129.00,387.00,903.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2018-03-01,1290.00,88,387.00,387.00,2193.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2018-05-01,516.00,407,1290.00,387.00,2709.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2018-07-01,258.00,471,516.00,387.00,2967.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2018-12-01,387.00,737,258.00,387.00,3354.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2019-07-01,129.00,780,387.00,387.00,3483.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2019-08-01,387.00,587,129.00,387.00,3870.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2019-11-01,516.00,538,387.00,387.00,4386.00
A. Datum Compact Digital Camera M200 Orange,Cameras and camcorders,2021-02-01,129.00,347,516.00,387.00,4515.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2016-11-01,129.00,391,,129.00,129.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2017-02-01,774.00,243,129.00,129.00,903.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2017-05-01,387.00,278,774.00,129.00,1290.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2018-02-01,258.00,555,387.00,129.00,1548.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2018-10-01,129.00,682,258.00,129.00,1677.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2019-02-01,387.00,701,129.00,129.00,2064.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2019-11-01,645.00,480,387.00,129.00,2709.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2019-12-01,258.00,952,645.00,129.00,2967.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2020-02-01,516.00,671,258.00,129.00,3483.00
A. Datum Compact Digital Camera M200 Pink,Cameras and camcorders,2020-03-01,387.00,302,516.00,129.00,3870.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2016-02-01,903.00,217,,903.00,903.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2016-06-01,516.00,253,903.00,903.00,1419.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2016-07-01,1032.00,113,516.00,903.00,2451.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2016-08-01,258.00,272,1032.00,903.00,2709.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2016-10-01,387.00,288,258.00,903.00,3096.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2017-06-01,645.00,216,387.00,903.00,3741.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2018-01-01,129.00,559,645.00,903.00,3870.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2018-08-01,387.00,453,129.00,903.00,4257.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2018-09-01,903.00,288,387.00,903.00,5160.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2018-12-01,129.00,1004,903.00,903.00,5289.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2019-02-01,258.00,813,129.00,903.00,5547.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2019-05-01,645.00,498,258.00,903.00,6192.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2019-06-01,387.00,553,645.00,903.00,6579.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2019-11-01,258.00,682,387.00,903.00,6837.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2020-02-01,1161.00,436,258.00,903.00,7998.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2020-03-01,774.00,211,1161.00,903.00,8772.00
A. Datum Compact Digital Camera M200 Silver,Cameras and camcorders,2020-05-01,129.00,564,774.00,903.00,8901.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2016-05-01,1124.00,115,,1124.00,1124.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2017-05-01,281.00,319,1124.00,1124.00,1405.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2017-11-01,562.00,264,281.00,1124.00,1967.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2018-02-01,281.00,534,562.00,1124.00,2248.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2018-05-01,843.00,299,281.00,1124.00,3091.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2018-08-01,843.00,307,843.00,1124.00,3934.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2018-11-01,562.00,485,843.00,1124.00,4496.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2018-12-01,1686.00,339,562.00,1124.00,6182.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2019-02-01,1967.00,265,1686.00,1124.00,8149.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2019-05-01,1124.00,360,1967.00,1124.00,9273.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2019-08-01,562.00,511,1124.00,1124.00,9835.00
A. Datum Consumer Digital Camera E100 Azure,Cameras and camcorders,2020-02-01,281.00,820,562.00,1124.00,10116.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2016-06-01,2529.00,49,,2529.00,2529.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2016-09-01,1405.00,116,2529.00,2529.00,3934.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2016-11-01,843.00,187,1405.00,2529.00,4777.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2018-01-01,1405.00,187,843.00,2529.00,6182.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2018-09-01,2529.00,142,1405.00,2529.00,8711.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2019-01-01,843.00,486,2529.00,2529.00,9554.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2019-02-01,2810.00,184,843.00,2529.00,12364.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2019-05-01,2248.00,207,2810.00,2529.00,14612.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2019-07-01,1967.00,196,2248.00,2529.00,16579.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2019-11-01,281.00,660,1967.00,2529.00,16860.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2019-12-01,562.00,734,281.00,2529.00,17422.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2020-01-01,2248.00,266,562.00,2529.00,19670.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2020-02-01,1686.00,348,2248.00,2529.00,21356.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2020-03-01,281.00,342,1686.00,2529.00,21637.00
A. Datum Consumer Digital Camera E100 Black,Cameras and camcorders,2020-08-01,562.00,164,281.00,2529.00,22199.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2016-03-01,562.00,120,,562.00,562.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2017-09-01,281.00,339,562.00,562.00,843.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2017-12-01,843.00,345,281.00,562.00,1686.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2018-09-01,281.00,515,843.00,562.00,1967.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2018-12-01,562.00,634,281.00,562.00,2529.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2019-01-01,562.00,601,562.00,562.00,3091.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2019-03-01,562.00,312,562.00,562.00,3653.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2019-06-01,1405.00,262,562.00,562.00,5058.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2019-07-01,562.00,490,1405.00,562.00,5620.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2019-08-01,562.00,511,562.00,562.00,6182.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2019-12-01,1686.00,398,562.00,562.00,7868.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2020-02-01,2248.00,277,1686.00,562.00,10116.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2020-04-01,562.00,91,2248.00,562.00,10678.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2020-12-01,1686.00,112,562.00,562.00,12364.00
A. Datum Consumer Digital Camera E100 Green,Cameras and camcorders,2021-02-01,2810.00,47,1686.00,562.00,15174.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2016-02-01,843.00,228,,843.00,843.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2016-12-01,562.00,363,843.00,843.00,1405.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2017-08-01,562.00,235,562.00,843.00,1967.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2018-05-01,1686.00,165,562.00,843.00,3653.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2018-08-01,1405.00,199,1686.00,843.00,5058.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2019-06-01,5339.00,56,1405.00,843.00,10397.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2019-09-01,2529.00,176,5339.00,843.00,12926.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2019-10-01,2248.00,203,2529.00,843.00,15174.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2020-01-01,1405.00,366,2248.00,843.00,16579.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2020-05-01,1405.00,177,1405.00,843.00,17984.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2020-07-01,1405.00,104,1405.00,843.00,19389.00
A. Datum Consumer Digital Camera E100 Grey,Cameras and camcorders,2020-09-01,281.00,204,1405.00,843.00,19670.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2016-01-01,281.00,322,,281.00,281.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2016-02-01,281.00,403,281.00,281.00,562.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2016-12-01,843.00,290,281.00,281.00,1405.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2017-06-01,1686.00,91,843.00,281.00,3091.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2017-07-01,281.00,288,1686.00,281.00,3372.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2017-08-01,562.00,235,281.00,281.00,3934.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2018-10-01,843.00,364,562.00,281.00,4777.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2019-03-01,843.00,245,843.00,281.00,5620.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2019-06-01,1124.00,327,843.00,281.00,6744.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2019-07-01,1686.00,235,1124.00,281.00,8430.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2019-11-01,2248.00,208,1686.00,281.00,10678.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2019-12-01,281.00,928,2248.00,281.00,10959.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2020-01-01,2810.00,214,281.00,281.00,13769.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2020-02-01,281.00,820,2810.00,281.00,14050.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2020-08-01,1124.00,102,281.00,281.00,15174.00
A. Datum Consumer Digital Camera E100 Orange,Cameras and camcorders,2020-11-01,281.00,166,1124.00,281.00,15455.00
A. Datum Consumer Digital Camera E100 Pink,Cameras and camcorders,2016-01-01,281.00,322,,281.00,281.00
A. Datum Consumer Digital Camera E100 Pink,Cameras and camcorders,2016-02-01,1967.00,116,281.00,281.00,2248.00
A. Datum Consumer Digital Camera E100 Pink,Cameras and camcorders,2016-03-01,1967.00,45,1967.00,281.00,4215.00
A. Datum Consumer Digital Camera E100 Pink,Cameras and camcorders,2016-09-01,1405.00,116,1967.00,281.00,5620.00
